"Activity name","Activity status","Error","Activity type","Run start","Duration","Integration runtime","User properties","Activity run ID","Log"
"Copy data1","Succeeded","","Copy","7/03/2024, 11:51:56 PM","12s","AutoResolveIntegrationRuntime (East US)","{}","dc30ed21-da66-4841-aa2a-8b4d8414e1e5",""
